CU @ USTA — All Athletes — Whole Match — Totals
Matches,MP,0,S Pts W,S Pts L,S W %,0,SR Pts W,SR Pts L,SO %,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
2024-2025 Season,1,0,44,53,45.4%,0,54,24,69.2%,0,13,21,97,1.71,78.4%,0,25,19,14,4,62,2.05,0,50,18,100,0.32,0,2,4,6,0,48,97,0,40,0,13,9,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By Set,MP,0,S Pts W,S Pts L,S W %,0,SR Pts W,SR Pts L,SO %,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
1,1,0,11,13,45.8%,0,12,12,50.0%,0,4,2,24,1.83,91.7%,0,8,11,2,0,21,2.29,0,11,8,31,0.097,0,0,1,1,0,11,31,0,12,0,6,3,0,0,0
2,1,0,10,14,41.7%,0,15,4,78.9%,0,3,8,24,1.67,66.7%,0,8,3,3,2,16,2.06,0,17,2,21,0.714,0,0,1,1,0,16,20,0,5,0,1,2,0,0,0
3,1,0,11,14,44.0%,0,14,3,82.4%,0,4,5,25,1.72,80.0%,0,7,1,4,0,12,2.25,0,10,3,17,0.412,0,1,1,2,0,10,17,0,10,0,5,1,0,0,1
4,1,0,12,12,50.0%,0,13,5,72.2%,0,2,6,24,1.63,75.0%,0,2,4,5,2,13,1.46,0,12,5,31,0.226,0,1,1,2,0,11,29,0,13,0,1,3,0,0,0
5,0,0,0,0,-,0,0,0,-,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
