CU vs Holland College — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
16,Payton Sanipass,1,3,0,1,3,7,1.14,57.1%,0,0,0,0,0,0,-,0,4,5,16,- 0.063,0,0,1,1,0,1,2,0,5,0,0,-,0,-,0
14,Francois Benoit,1,3,0,2,4,12,1.25,66.7%,0,5,2,3,2,12,1.83,0,6,4,15,0.133,0,0,0,0,0,0,0,0,1,0,3,-,0,-,0
8,Shane Huggard,1,4,0,0,2,12,1.33,83.3%,0,14,6,4,0,24,2.42,0,3,4,19,- 0.053,0,0,0,0,0,1,2,0,11,0,2,-,0,-,0
18,Kyle Barnes,1,2,0,0,2,7,1,71.4%,0,0,0,0,0,0,-,0,1,1,4,0,0,1,1,2,0,1,1,0,0,0,0,-,0,-,1
7,Jack Hillier,1,3,0,0,2,9,1.89,77.8%,0,8,3,5,0,16,2.19,0,3,0,8,0.375,0,1,2,3,0,0,1,0,1,0,3,-,0,-,1
4,Bryce Stockford,1,2,0,0,0,2,2.5,100.0%,0,0,1,0,0,1,2,0,1,0,2,0.5,0,1,0,1,0,0,0,0,0,0,0,-,0,-,0
9,Sam Reeder,1,4,0,0,2,8,0.88,75.0%,0,0,0,0,0,0,-,0,0,3,3,- 1.000,0,0,0,0,0,19,55,0,4,0,2,-,0,-,0
13,Cole Wilson,1,3,0,0,0,0,-,-,0,11,2,1,1,15,2.53,0,0,0,1,0,0,0,0,0,0,0,3,0,6,0,3,-,0,-,0
17,Miguel Gionet,1,2,0,0,0,5,1.4,100.0%,0,0,0,0,0,0,-,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-,0,-,0
5,Austin Trites,1,3,0,0,1,1,0,0.0%,0,8,0,4,0,12,2.33,0,0,0,0,-,0,0,0,0,0,1,7,0,6,0,1,-,0,-,0
11,Mason Stefaniuk,1,2,0,0,3,4,0.5,25.0%,0,1,0,1,5,7,0.57,0,1,1,3,0,0,0,0,0,0,0,1,0,2,0,1,-,0,-,1
12,Noah MacDonald,1,2,0,0,2,7,1.14,71.4%,0,0,0,0,0,0,-,0,4,1,10,0.3,0,0,2,2,0,2,2,0,0,0,1,-,0,-,0
10,Liam Rafferty,1,3,0,0,2,3,0.33,33.3%,0,0,0,0,0,0,-,0,8,6,25,0.08,0,0,2,2,0,0,1,0,1,0,2,-,0,-,0
15,Mason MacDougall,1,3,0,1,3,16,1.5,81.3%,0,0,0,1,0,1,1,0,0,1,3,- 0.333,0,1,1,2,0,0,0,0,2,0,1,-,0,-,1
19,Evan King,1,4,0,0,1,7,1.43,85.7%,0,0,0,0,1,1,0,0,2,0,5,0.4,0,0,0,0,0,9,34,0,3,0,0,-,0,-,0
