CU @ USTA — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
16,Payton Sanipass,1,2,0,0,1,5,1.8,80.0%,0,0,0,0,0,0,-,0,1,2,4,- 0.250,0,0,1,1,0,1,1,0,0,0,1,-,0,-,0
21,Connor Kirkland,1,2,0,1,1,3,1.67,66.7%,0,0,0,0,0,0,-,0,1,3,7,- 0.286,0,0,1,1,0,0,3,0,0,0,0,-,0,-,0
14,Francois Benoit,1,2,0,0,2,7,1.57,71.4%,0,0,0,0,0,0,-,0,2,4,10,- 0.200,0,0,1,1,0,0,1,0,1,0,0,-,0,-,0
8,Shane Huggard,1,3,0,2,3,13,1.23,76.9%,0,7,5,3,1,16,2.13,0,5,3,16,0.125,0,0,0,0,0,1,2,0,4,0,1,-,0,-,0
18,Kyle Barnes,1,1,0,0,0,1,2,100.0%,0,0,0,0,0,0,-,0,1,2,3,- 0.333,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
7,Jack Hillier,1,1,0,0,1,1,0,0.0%,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
9,Sam Reeder,1,2,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,4,0,0,0,0,-,0,-,0
13,Cole Wilson,1,3,0,0,2,8,1.25,75.0%,0,4,3,0,0,7,2.57,0,6,4,20,0.1,0,0,0,0,0,0,3,0,1,0,0,-,0,-,0
5,Austin Trites,1,3,0,0,0,0,-,-,0,17,3,0,4,24,2.38,0,0,0,1,0,0,0,0,0,0,1,3,0,2,0,1,-,0,-,0
11,Mason Stefaniuk,1,2,0,0,0,0,-,-,0,1,0,0,0,1,3,0,0,0,0,-,0,0,0,0,0,0,1,0,2,0,3,-,0,-,0
12,Noah MacDonald,1,3,0,0,0,11,1.55,100.0%,0,1,0,0,0,1,3,0,4,1,11,0.273,0,0,2,2,0,0,2,0,2,0,0,-,0,-,0
19,Evan King,1,3,0,1,0,12,1.67,100.0%,0,0,0,0,0,0,-,0,0,1,2,- 0.500,0,0,1,1,0,17,54,0,7,0,1,-,0,-,0
