CU @ Holland College — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
16,Payton Sanipass,1,3,0,0,2,7,1.43,71.4%,0,0,0,0,0,0,-,0,4,3,13,0.077,0,0,2,2,0,0,0,0,2,0,0,-,0,-,0
14,Francois Benoit,1,3,0,2,2,8,1.75,75.0%,0,2,2,1,0,5,2.2,0,8,5,25,0.12,0,0,0,0,0,0,0,0,4,0,2,-,0,-,0
18,Kyle Barnes,1,3,0,0,2,6,0.83,66.7%,0,0,0,0,0,0,-,0,1,2,5,- 0.200,0,1,1,2,0,0,1,0,0,0,1,-,0,-,0
7,Jack Hillier,1,2,0,0,1,2,1,50.0%,0,1,2,1,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-,0,-,0
13,Cole Wilson,1,3,0,0,0,10,1.4,100.0%,0,8,4,8,3,23,1.74,0,2,0,6,0.333,0,0,0,0,0,0,1,0,4,0,2,-,0,-,0
17,Miguel Gionet,1,1,0,0,0,2,1,100.0%,0,0,0,0,0,0,-,0,0,1,1,- 1.000,0,0,0,0,0,0,0,0,0,0,1,-,0,-,0
5,Austin Trites,1,3,0,0,0,0,-,-,0,12,4,1,2,19,2.37,0,0,0,1,0,0,0,0,0,0,1,7,0,5,0,1,-,0,-,0
11,Mason Stefaniuk,1,1,0,0,0,1,3,100.0%,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
12,Noah MacDonald,1,3,0,1,1,8,1.75,87.5%,0,0,0,0,0,0,-,0,2,0,3,0.667,0,0,1,1,0,0,0,0,0,0,1,-,0,-,0
10,Liam Rafferty,1,1,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,1,1,- 1.000,0,0,0,0,0,0,1,0,0,0,1,-,0,-,1
15,Mason MacDougall,1,1,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,1,-,0,-,0
19,Evan King,1,3,0,0,2,9,1.22,77.8%,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,16,48,0,3,0,1,-,0,-,4
