CU vs STU — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
21,Connor Kirkland,1,2,0,1,1,7,2,85.7%,0,0,0,0,0,0,-,0,1,2,5,- 0.200,0,0,1,1,0,0,0,0,0,0,1,-,0,-,0
14,Francois Benoit,1,3,0,2,3,9,1.44,66.7%,0,1,1,0,0,2,2.5,0,3,7,17,- 0.235,0,0,3,3,0,0,0,0,5,0,1,-,0,-,1
8,Shane Huggard,1,3,0,0,2,9,1.22,77.8%,0,7,2,1,0,10,2.6,0,7,2,15,0.333,0,0,3,3,0,0,2,0,3,0,0,-,0,-,1
18,Kyle Barnes,1,1,0,1,0,3,3,100.0%,0,0,0,0,0,0,-,0,1,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
7,Jack Hillier,1,1,0,0,1,4,1,75.0%,0,0,0,0,0,0,-,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
13,Cole Wilson,1,3,0,4,6,18,1.72,66.7%,0,3,2,1,3,9,1.56,0,5,6,20,- 0.050,0,0,1,1,0,0,3,0,3,0,3,-,0,-,0
5,Austin Trites,1,3,0,0,0,0,-,-,0,8,5,9,2,24,1.79,0,0,0,0,-,0,0,0,0,0,0,1,0,6,0,5,-,0,-,0
11,Mason Stefaniuk,1,3,0,0,0,0,-,-,0,5,2,2,3,12,1.75,0,0,0,0,-,0,0,0,0,0,1,2,0,4,0,1,-,0,-,0
12,Noah MacDonald,1,3,0,0,0,9,1.67,100.0%,0,0,0,0,0,0,-,0,3,1,5,0.4,0,0,5,5,0,0,0,0,2,0,1,-,0,-,0
19,Evan King,1,3,0,3,1,16,1.94,93.8%,0,0,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0,20,64,0,2,0,0,-,0,-,0
