CU @ STU — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
10,"Unknown , STU",1,2,0,0,0,0,-,-,0,0,0,0,0,0,-,0,1,0,3,0.333,0,0,0,0,0,0,0,0,0,0,1,-,0,-,0
11,"Unknown , STU",1,3,0,3,2,14,2.07,85.7%,0,0,0,0,0,0,-,0,7,1,9,0.667,0,0,2,2,0,0,0,0,0,0,0,-,0,-,0
12,"Unknown , STU",1,2,0,0,2,3,0.67,33.3%,0,1,3,0,0,4,2.25,0,2,1,5,0.2,0,0,0,0,0,0,0,0,1,0,0,-,0,-,0
13,"Unknown , STU",1,3,0,1,2,9,1.78,77.8%,0,5,3,4,0,12,2.08,0,12,4,20,0.4,0,0,0,0,0,1,2,0,7,0,1,-,0,-,0
15,"Unknown , STU",1,1,0,0,1,1,0,0.0%,0,1,1,2,0,4,1.75,0,1,1,4,0,0,0,1,1,0,0,0,0,0,0,1,-,0,-,0
1,"Unknown , STU",1,3,0,0,1,1,0,0.0%,0,6,3,6,2,17,1.76,0,0,0,0,-,0,0,0,0,0,3,5,0,5,0,2,-,0,-,0
2,"Unknown , STU",1,3,0,2,2,12,2.33,83.3%,0,0,0,0,0,0,-,0,4,2,6,0.333,0,0,3,3,0,0,0,0,0,0,0,-,0,-,0
3,"Unknown , STU",1,3,0,0,0,2,2,100.0%,0,3,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,-,0,-,0
5,"Unknown , STU",1,1,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,1,0,0,0,0,-,0,-,0
6,"Unknown , STU",1,2,0,2,2,8,2.5,75.0%,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,7,11,0,1,0,0,-,0,-,0
7,"Unknown , STU",1,3,0,1,4,12,1.33,66.7%,0,0,0,0,0,0,-,0,2,0,3,0.667,0,0,3,3,0,14,30,0,2,0,0,-,0,-,2
8,"Unknown , STU",1,2,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,-,0,1,0,1,0,1,1,0,0,0,0,-,0,-,1
9,"Unknown , STU",1,3,0,2,1,11,1.91,90.9%,0,0,0,0,0,0,-,0,2,4,7,- 0.286,0,0,1,1,0,1,1,0,1,0,1,-,0,-,1
