CU vs DAL AC — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
16,Payton Sanipass,1,4,0,1,2,12,1.67,83.3%,0,0,0,0,0,0,-,0,4,4,15,0,0,0,0,0,0,0,0,0,4,0,4,-,0,-,0
14,Francois Benoit,1,3,0,1,4,9,1.11,55.6%,0,7,3,3,1,14,2.14,0,1,6,14,- 0.357,0,0,1,1,0,0,0,0,5,0,4,-,0,-,0
8,Shane Huggard,1,2,0,1,1,6,2,83.3%,0,10,2,0,0,12,2.83,0,2,1,7,0.143,0,0,1,1,0,0,2,0,1,0,1,-,0,-,0
18,Kyle Barnes,1,3,0,2,0,11,2.64,100.0%,0,0,0,0,0,0,-,0,2,0,5,0.4,0,0,2,2,0,1,4,0,1,0,1,-,0,-,0
7,Jack Hillier,1,2,0,0,1,6,1.5,83.3%,0,2,2,1,0,5,2.2,0,1,1,5,0,0,1,0,1,0,0,2,0,4,0,1,-,0,-,0
4,Bryce Stockford,1,2,0,0,1,4,1.75,75.0%,0,1,0,0,0,1,3,0,1,0,2,0.5,0,1,0,1,0,0,0,0,0,0,0,-,0,-,0
9,Sam Reeder,1,4,0,2,0,15,1.73,100.0%,0,0,0,0,0,0,-,0,1,1,3,0,0,0,2,2,0,12,39,0,4,0,0,-,0,-,1
13,Cole Wilson,1,3,0,0,0,5,1.8,100.0%,0,15,3,1,1,20,2.6,0,2,3,10,- 0.100,0,0,0,0,0,0,3,0,6,0,2,-,0,-,0
17,Miguel Gionet,1,3,0,2,3,5,1.6,40.0%,0,0,0,0,0,0,-,0,2,2,4,0,0,0,2,2,0,0,1,0,0,0,0,-,0,-,0
5,Austin Trites,1,4,0,0,0,0,-,-,0,6,0,3,1,10,2.1,0,0,0,0,-,0,0,0,0,0,1,2,0,5,0,2,-,0,-,0
11,Mason Stefaniuk,1,3,0,0,3,7,1.29,57.1%,0,1,1,2,0,4,1.75,0,3,2,9,0.111,0,0,1,1,0,8,27,0,2,0,1,-,0,-,0
12,Noah MacDonald,1,2,0,0,2,6,1.17,66.7%,0,0,0,0,0,0,-,0,4,1,7,0.429,0,0,1,1,0,0,1,0,0,0,0,-,0,-,0
10,Liam Rafferty,1,4,0,2,1,11,2.27,90.9%,0,0,0,0,0,0,-,0,8,7,16,0.063,0,0,2,2,0,1,1,0,1,0,2,-,0,-,0
15,Mason MacDougall,1,3,0,0,1,4,0.75,75.0%,0,0,0,0,0,0,-,0,1,1,4,0,0,1,1,2,0,1,2,0,2,0,0,-,0,-,0
19,Evan King,1,2,0,0,0,7,2.29,100.0%,0,0,0,0,0,0,-,0,0,1,1,- 1.000,0,0,1,1,0,6,13,0,0,0,1,-,0,-,1
