CU @ STU — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
16,Payton Sanipass,1,1,0,0,0,1,3,100.0%,0,0,0,0,0,0,-,0,1,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
14,Francois Benoit,1,3,0,2,3,10,2.1,70.0%,0,5,1,3,0,9,2.22,0,3,1,11,0.182,0,0,0,0,0,0,3,0,6,0,4,-,0,-,0
8,Shane Huggard,1,3,0,0,0,3,1.67,100.0%,0,1,1,6,1,9,1.22,0,4,1,9,0.333,0,0,0,0,0,0,1,0,1,0,2,-,0,-,0
18,Kyle Barnes,1,3,0,0,0,8,2,100.0%,0,0,0,0,0,0,-,0,1,1,4,0,0,0,0,0,0,1,3,0,1,0,0,-,0,-,0
7,Jack Hillier,1,1,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
4,Bryce Stockford,1,1,0,0,1,1,0,0.0%,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
9,Sam Reeder,1,3,0,0,3,7,1.43,57.1%,0,0,0,0,0,0,-,0,0,3,6,- 0.500,0,0,0,0,0,13,36,0,4,0,1,-,0,-,3
13,Cole Wilson,1,2,0,0,1,3,0.67,66.7%,0,5,1,0,3,9,1.89,0,2,1,4,0.25,0,0,0,0,0,0,2,0,1,0,0,-,0,-,0
5,Austin Trites,1,3,0,0,0,0,-,-,0,9,4,6,1,20,2.05,0,0,0,0,-,0,0,0,0,0,1,5,0,3,0,3,-,0,-,0
11,Mason Stefaniuk,1,2,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,1,0,2,0,1,-,0,-,0
12,Noah MacDonald,1,3,0,1,1,8,1.63,87.5%,0,0,0,0,0,0,-,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,-,0,-,0
10,Liam Rafferty,1,3,0,0,3,7,1.14,57.1%,0,0,0,0,0,0,-,0,5,4,13,0.077,0,0,0,0,0,0,1,0,3,0,0,-,0,-,0
15,Mason MacDougall,1,1,0,0,0,1,3,100.0%,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
