CU vs USTA — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
5,"Unknown , SA",1,3,0,3,2,19,1.79,89.5%,0,0,0,0,0,0,-,0,5,0,6,0.833,0,1,2,3,0,0,0,0,0,0,2,-,0,-,0
2,"Unknown , SA",1,3,0,0,0,2,2,100.0%,0,8,0,3,0,11,2.45,0,3,1,7,0.286,0,0,0,0,0,0,0,0,3,0,2,-,0,-,0
1,"Unknown , SA",1,2,0,0,2,4,1,50.0%,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,16,29,0,1,0,0,-,0,-,0
18,"Unknown , SA",1,1,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,1,0,0,0,0,-,0,-,0
14,"Unknown , SA",1,1,0,0,0,1,3,100.0%,0,0,0,0,0,0,-,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-,0,-,0
13,"Unknown , SA",1,3,0,2,2,15,1.67,86.7%,0,0,0,0,0,0,-,0,1,0,5,0.2,0,0,1,1,0,1,1,0,0,0,0,-,0,-,0
12,"Unknown , SA",1,3,0,0,3,7,0.57,57.1%,0,8,0,3,0,11,2.45,0,17,0,23,0.739,0,0,2,2,0,0,0,0,3,0,1,-,0,-,0
11,"Unknown , SA",1,2,0,0,1,3,1.33,66.7%,0,0,0,0,0,0,-,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,-,0,-,0
10,"Unknown , SA",1,3,0,0,5,8,0.5,37.5%,0,0,0,0,0,0,-,0,12,6,21,0.286,0,1,2,3,0,0,0,0,6,0,0,-,0,-,0
9,"Unknown , SA",1,3,0,0,2,5,0.6,60.0%,0,9,2,3,1,15,2.27,0,2,1,5,0.2,0,0,0,0,0,1,1,0,0,0,0,-,0,-,0
7,"Unknown , SA",1,3,0,0,0,0,-,-,0,7,0,3,3,13,1.85,0,0,0,0,-,0,0,0,0,0,0,3,0,3,0,1,-,0,-,0
6,"Unknown , SA",1,3,0,1,2,10,1.5,80.0%,0,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,23,33,0,0,0,0,-,0,-,0
