CU @ STU — All Athletes — Whole Match — Totals
#,Athlete,MP,SP,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
11,"Unknown , STU",1,3,0,1,1,7,1.86,85.7%,0,0,0,0,0,0,-,0,10,0,15,0.667,0,1,2,3,0,0,1,0,1,0,0,-,0,-,0
13,"Unknown , STU",1,3,0,1,5,10,1.2,50.0%,0,3,3,4,1,11,1.73,0,10,2,17,0.471,0,0,0,0,0,0,2,0,5,0,0,-,0,-,0
14,"Unknown , STU",1,3,0,1,2,4,1.75,50.0%,0,5,4,2,0,11,2.27,0,10,1,19,0.474,0,0,1,1,0,1,2,0,3,0,2,-,0,-,0
16,"Unknown , STU",1,2,0,0,0,0,-,-,0,0,0,0,0,0,-,0,1,0,3,0.333,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0
1,"Unknown , STU",1,3,0,0,0,0,-,-,0,4,2,5,0,11,1.91,0,0,0,0,-,0,0,0,0,0,2,5,0,5,0,0,-,0,-,0
3,"Unknown , STU",1,1,0,0,0,0,-,-,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,-,0,-,0
4,"Unknown , STU",1,3,0,1,1,6,1.5,83.3%,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,-,0,-,0
5,"Unknown , STU",1,3,0,2,4,16,1.56,75.0%,0,0,0,0,0,0,-,0,1,0,2,0.5,0,0,0,0,0,0,0,0,1,0,0,-,0,-,0
6,"Unknown , STU",1,3,0,1,5,13,1.38,61.5%,0,0,0,0,0,0,-,0,1,0,2,0.5,0,1,0,1,0,22,42,0,6,0,0,-,0,-,1
7,"Unknown , STU",1,3,0,0,2,6,1.67,66.7%,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,7,11,0,2,0,0,-,0,-,1
9,"Unknown , STU",1,3,0,2,2,11,1.91,81.8%,0,0,0,0,0,0,-,0,4,1,10,0.3,0,0,1,1,0,0,1,0,1,0,1,-,0,-,0
