CU @ UNBSJ — All Athletes — Whole Match — Totals
Matches,MP,0,S Pts W,S Pts L,S W %,0,SR Pts W,SR Pts L,SO %,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
2024-2025 Season,1,0,42,50,45.7%,0,51,31,62.2%,0,11,14,92,1.61,84.8%,0,23,28,12,9,72,1.9,0,48,19,97,0.299,0,3,2,5,0,48,96,0,34,0,13,7,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By Rotation,MP,0,S Pts W,S Pts L,S W %,0,SR Pts W,SR Pts L,SO %,0,Ace,S Err,S Att,S Rtg,S %,0,SR Perf,SR Good,SR Poor,SR Err,SR Att,SR Rtg,0,Kill,A Err,Att,H %,0,B Solo,B Assist,B Total,0,Assist,A Att,0,Digs,0,Sent,Received,0,Violations,BHE
6,1,0,8,10,44.4%,0,10,11,47.6%,0,5,6,18,1.67,66.7%,0,6,6,6,1,19,1.89,0,6,7,23,- 0.043,0,1,0,1,0,6,23,0,6,0,3,1,0,0,0
1,1,0,4,9,30.8%,0,9,7,56.3%,0,0,2,13,1.31,84.6%,0,7,5,2,1,15,2.2,0,8,4,20,0.2,0,1,1,2,0,8,20,0,5,0,4,1,0,0,0
5,1,0,10,8,55.6%,0,10,2,83.3%,0,3,3,18,1.61,83.3%,0,5,4,1,1,11,2.18,0,10,2,15,0.533,0,0,0,0,0,10,15,0,7,0,3,1,0,0,0
2,1,0,9,8,52.9%,0,8,4,66.7%,0,3,1,17,1.76,94.1%,0,3,3,0,4,10,1.5,0,8,0,9,0.889,0,0,1,1,0,8,9,0,3,0,0,0,0,0,0
4,1,0,8,7,53.3%,0,7,4,63.6%,0,0,1,15,1.67,93.3%,0,1,6,1,1,9,1.78,0,8,4,20,0.2,0,1,0,1,0,8,19,0,9,0,2,3,0,0,0
3,1,0,3,8,27.3%,0,7,3,70.0%,0,0,1,11,1.55,90.9%,0,1,4,2,1,8,1.63,0,8,2,10,0.6,0,0,0,0,0,8,10,0,4,0,1,1,0,0,1
Unknown,1,0,0,0,-,0,0,0,-,0,0,0,0,-,-,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
